song,artist,url,lyrics,year
Hurt,Christina Aguilera,https://www.azlyrics.com/lyrics/christinaaguilera/hurt.html,"Seems like it was yesterday when I saw your face
You told me how proud you were but I walked away
If only I knew what I know today
Ooh ooh

I would hold you in my arms
I would take the pain away
Thank you for all you've done
Forgive all your mistakes.

There's nothing I wouldn't do
To hear your voice again.
Sometimes I wanna call you but I know you won't be there

Oh, I'm sorry for blaming you for everything I just couldn't do
And I've hurt myself by hurting you

Some days I feel broke inside but I won't admit
Sometimes I just wanna hide 'cause it's you I miss
And it's so hard to say goodbye when it comes to this, ooh, whoa

Would you tell me I was wrong?
Would you help me understand?
Are you looking down upon me?
Are you proud of who I am?

There's nothing I wouldn't do
To have just one more chance
To look into your eyes and see you looking back

Oh, I'm sorry for blaming you for everything I just couldn't do
And I've hurt myself, oh, oh, oh.

If I had just one more day
I would tell you how much that I've missed you since you've been away

Oh, it's dangerous
It's so out of line
To try and turn back time

I'm sorry for blaming you for everything I just couldn't do
And I've hurt myself by hurting you",2006
Hallelujah,Rufus Wainwright,https://www.azlyrics.com/lyrics/rufuswainwright/hallelujah.html,"I've heard there was a secret chord
That David played, and it pleased the Lord
But you don't really care for music, do you?
It goes like this
The fourth, the fifth
The minor fall, the major lift
The baffled king composing Hallelujah

Hallelujah, Hallelujah
Hallelujah, Hallelujah

Your faith was strong but you needed proof
You saw her bathing on the roof
Her beauty and the moonlight overthrew you
She tied you to a kitchen chair
She broke your throne, she cut your hair
And from your lips she drew the Hallelujah

Hallelujah, Hallelujah
Hallelujah, Hallelujah

Maybe I have been here before
I know this room, I've walked this floor
I used to live alone before I knew you
I've seen your flag on the marble arch
Love is not a victory march
It's a cold and it's a broken Hallelujah

Hallelujah, Hallelujah
Hallelujah, Hallelujah

There was a time you let me know
What's real and going on below
But now you never show it to me, do you?
And remember when I moved in you?
The holy dark was moving too
And every breath we drew was Hallelujah

Hallelujah, Hallelujah
Hallelujah, Hallelujah

Maybe there's a god above
And all I ever learned from love
Was how to shoot at someone who outdrew you
And it's not a cry you can hear at night,
It's not somebody who's seen the light
It's a cold and it's a broken Hallelujah

Hallelujah, Hallelujah
Hallelujah, Hallelujah
Hallelujah, Hallelujah
Hallelujah, Hallelujah",
Angel,Sarah McLachlan,https://www.azlyrics.com/lyrics/sarahmclachlan/angel.html,"Spend all your time waiting
for that second chance
for a break that would make it okay
there's always some reason
to feel not good enough
and it's hard at the end of the day
I need some distraction
oh beautiful release
memories seep from my veins
let me be empty
and weightless and maybe
I'll find some peace tonight

in the arms of the angel
fly away from here
from this dark cold hotel room
and the endlessness that you fear
you are pulled from the wreckage
of your silent reverie
you're in the arms of the angel
may you find some comfort here

so tired of the straight line
and everywhere you turn
there's vultures and thieves at your back
and the storm keeps on twisting
you keep on building the lies
that you make up for all that you lack
it don't make no difference
escaping one last time
it's easier to believe in this sweet madness oh
this glorious sadness that brings me to my knees

in the arms of the angel
fly away from here
from this dark cold hotel room
and the endlessness that you fear
you are pulled from the wreckage
of your silent reverie
you're in the arms of the angel
may you find some comfort here
you're in the arms of the angel
may you find some comfort here",1997
Creep,Radiohead,https://www.azlyrics.com/lyrics/radiohead/creep.html,"When you were here before
Couldn't look you in the eye
You're just like an angel
Your skin makes me cry
You float like a feather
In a beautiful world
I wish I was special
You're so fucking special

But I'm a creep
I'm a weirdo
What the hell am I doing here?
I don't belong here

I don't care if it hurts
I want to have control
I want a perfect body
I want a perfect soul
I want you to notice
When I'm not around
You're so fucking special
I wish I was special

But I'm a creep
I'm a weirdo
What the hell am I doing here?
I don't belong here

Oh, oh

She's running out again
She's running out
She run run run run
Run

Whatever makes you happy
Whatever you want
You're so fucking special
I wish I was special

But I'm a creep
I'm a weirdo
What the hell am I doing here?
I don't belong here
I don't belong here",1993
Roads,Portishead,https://www.azlyrics.com/lyrics/portishead/roads.html,"Ohh, can't anybody see
We've got a war to fight
Never found our way
Regardless of what they say

How can it feel, this wrong
From this moment
How can it feel, this wrong

Storm.. in the morning light
I feel
No more can I say
Frozen to myself

I got nobody on my side
And surely that ain't right
And surely that ain't right

Ohh, can't anybody see
We've got a war to fight
Never found our way
Regardless of what they say

How can it feel, this wrong
From this moment
How can it feel, this wrong

[INSTRUMENTAL]

How can it feel, this wrong
From this moment
How can it feel, this wrong

Ohh, can't anybody see
We've got a war to fight
Never found our way
Regardless of what they say

How can it feel, this wrong
From this moment
How can it feel, this wrong",1994
Tears in Heaven,Eric Clapton,https://www.azlyrics.com/lyrics/ericclapton/tearsinheaven.html,"Would you know my name
If I saw you in heaven?
Would it be the same
If I saw you in heaven?

I must be strong
And carry on
'Cause I know I don't belong
Here in heaven

Would you hold my hand
If I saw you in heaven?
Would you help me stand
If I saw you in heaven?

I'll find my way
Through night and day
'Cause I know I just can't stay
Here in heaven

Time can bring you down
Time can bend your knees
Time can break your heart
Have you begging please, begging please

Beyond the door
There's peace I'm sure
And I know there'll be no more
Tears in heaven

Would you know my name
If I saw you in heaven?
Would you be the same
If I saw you in heaven?

I must be strong
And carry on
'Cause I know I don't belong
Here in heaven

'Cause I know I don't belong
Here in heaven",1992
Jar of Hearts,Christina Perri,https://www.azlyrics.com/lyrics/christinaperri/jarofhearts.html,"I know I can't take one more step towards you
'Cause all that's waiting is regret
Don't you know I'm not your ghost anymore
You lost the love I loved the most

I learned to live half alive
And now you want me one more time

And who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
So don't come back for me
Who do you think you are?

I hear you're asking all around
If I am anywhere to be found
But I have grown too strong
To ever fall back in your arms

And I've learned to live half alive
And now you want me one more time

And who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
So don't come back for me
Who do you think you are?

And it took so long just to feel alright
Remember how to put back the light in my eyes
I wish I had missed the first time that we kissed
'Cause you broke all your promises
And now you're back
You don't get to get me back

And who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
And tearing love apart
You're gonna catch a cold
From the ice inside your soul
So don't come back for me
Don't come back at all

And who do you think you are?
Runnin' 'round leaving scars
Collecting your jar of hearts
Tearing love apart
You're gonna catch a cold
From the ice inside your soul
Don't come back for me
Don't come back at all

Who do you think you are?

Who do you think you are?

Who do you think you are?",P:  
No Surprises,Radiohead,https://www.azlyrics.com/lyrics/radiohead/nosurprises.html,"A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired, unhappy
Bring down the government
They don't, they don't speak for us
I'll take a quiet life
A handshake of carbon monoxide

No alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent, silent

This is my final fit, my final bellyache with

No alarms and no surprises
No alarms and no surprises
No alarms and no surprises please

Such a pretty house, and such a pretty garden

No alarms and no surprises (let me out of here)
No alarms and no surprises (let me out of here)
No alarms and no surprises please (let me out of here)",1997
Fake Plastic Trees,Radiohead,https://www.azlyrics.com/lyrics/radiohead/fakeplastictrees.html,"Her green plastic watering can
For her fake Chinese rubber plant
In the fake plastic earth
That she bought from a rubber man
In a town full of rubber plans
To get rid of itself

It wears her out, it wears her out
It wears her out, it wears her out

She lives with a broken man
A cracked polystyrene man
Who just crumbles and burns
He used to do surgery
For girls in the eighties
But gravity always wins

It wears him out, it wears him out
It wears him out, it wears

She looks like the real thing
She tastes like the real thing
My fake plastic love
But I can't help the feeling
I could blow through the ceiling
If I just turn and run

And it wears me out, it wears me out
It wears me out, it wears me out

If I could be who you wanted
If I could be who you wanted all the time

All the time
All the time",1995
Don't Speak,No Doubt,https://www.azlyrics.com/lyrics/nodoubt/dontspeak.html,"You and me
We used to be together
Everyday together
Always
I really feel
That I'm losing my best friend
I can't believe
This could be the end

It looks as though you're letting go
And if it's real
Well, I don't want to know

Don't speak
I know just what you're saying
So please stop explaining
Don't tell me 'cause it hurts
Don't speak
I know what you're thinking
I don't need your reasons
Don't tell me 'cause it hurts

Our memories
They can be inviting
But some are altogether
Mighty frightening
As we die
Both you and I
With my head in my hands
I sit and cry

Don't speak
I know just what you're saying
So please stop explaining
Don't tell me 'cause it hurts
(No, no, no)
Don't speak
I know what you're thinking
And I don't need your reasons
Don't tell me 'cause it hurts

It's all ending
We gotta stop pretending who we are

You and me
I can see us dying
Are we?

Don't speak
I know just what you're saying
So please stop explaining
Don't tell me 'cause it hurts
(No, no)
Don't speak
I know what you're thinking
And I don't need your reasons
Don't tell me 'cause it hurts
Don't tell me 'cause it hurts

I know what you're saying
So please stop explaining
Don't speak
Don't speak
Don't speak, oh

I know what you're thinking
And I don't need your reasons
I know you're good
I know you're good
I know you're real good, oh

La, la, la, la, la, la
La, la, la, la, la, la
Don't, don't, uh-huh

Hush, hush darlin'
Hush, hush darlin'
Hush, hush
Don't tell me 'cause it hurts

Hush, hush darlin'
Hush, hush darlin'
Hush, hush
Don't tell me 'cause it hurts",1995
Brick,Ben Folds Five,https://www.azlyrics.com/lyrics/benfoldsfive/brick.html,"6 a.m., day after Christmas
I throw some clothes on in the dark
The smell of cold
Car seat is freezing
The world is sleeping
I am numb

Up the stairs to her apartment
She is balled up on the couch
Her mom and dad went down to Charlotte
They're not home to find us out
And we drive
Now that I have found someone
I'm feeling more alone
Than I ever have before

She's a brick and I'm drowning slowly
Off the coast and I'm headed nowhere
She's a brick and I'm drowning slowly

They call her name at 7:30
I pace around the parking lot
Then I walk down to buy her flowers
And sell some gifts that I got
Can't you see
It's not me you're dying for
Now she's feeling more alone
Than she ever has before

She's a brick and I'm drowning slowly
Off the coast and I'm headed nowhere
She's a brick and I'm drowning slowly

As weeks went by
It showed that she was not fine
They told me, ""Son, it's time to tell the truth""
And she broke down, and I broke down
'Cause I was tired of lying

Driving back to her apartment
For the moment we're alone
But she's alone
And I'm alone
And now I know it

She's a brick and I'm drowning slowly
Off the coast and I'm headed nowhere
She's a brick and I'm drowning slowly",1997
Lost Cause,Beck,https://www.azlyrics.com/lyrics/beck/lostcause.html,"Your sorry eyes cut through the bone
They make it hard to leave you alone
Leave you here wearing your wounds
Waving your guns at somebody new

Baby you're lost
Baby you're lost
Baby you're a lost cause

There's too many people you used to know
They see you coming they see you go
They know your secrets and you know theirs
This town is crazy; nobody cares

Baby you're lost
Baby you're lost
Baby you're a lost cause

I'm tired of fighting
I'm tired of fighting
Fighting for a lost cause

There's a place where you are going
You ain't never been before
No one left to watch your back now
No one standing at your door
That's what you thought love was for

Baby you're lost
Baby you're lost
Baby you're a lost cause

I'm tired of fighting
I'm tired of fighting
Fighting for a lost cause",2002
Again,Archive,https://www.azlyrics.com/lyrics/archive/again.html,"You're tearing me apart
Crushing me inside
You used to lift me up
Now you get me down

If I was to walk away
From you, my love
Could I laugh again?
If I walk away from you
And leave my love
Could I laugh again?
Again, again...

You're killing me again
Am I still in your head?
You used to light me up
Now you shove me down

If I was to walk away
From you, my love
Could I laugh again?
If I walk away from you
And leave my love
Could I laugh again?

I'm losing you again
Lacking me inside
I used to lift you up
Now I get you down

Without your love
You're tearing me apart
With you close by
You're crushing me inside
Without your love
You're tearing me apart
Without your love
I'm doused in madness
I can't lose the sadness
Can't lose the sadness

Can't lose the sadness

You're tearing me apart
Crushing me inside
Without your love
(You used to lift me up)
You're crushing me inside
(Now you get me down)
With you close by
I'm doused in madness
Can't lose the sadness

It's ripping me apart
It's tearing me apart
It's tearing me apart
I don't know how
It's ripping me apart
It's tearing me apart
It's tearing me apart
I don't know why
I don't know why
I don't know why
I don't know why

Without your love
Without your love
Without your love
Without your love
It's tearing me apart",2002
Everytime,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/everytime.html,"Notice me
Take my hand
Why are we
Strangers when
Our love is strong
Why carry on without me?

Every time I try to fly
I fall without my wings
I feel so small
I guess I need you baby
And every time I see you in my dreams
I see your face, it's haunting me
I guess I need you baby

I make believe
That you are here
It's the only way
I see clear
What have I done
You seem to move on easy

And every time I try to fly
I fall without my wings
I feel so small
I guess I need you baby
And every time I see you in my dreams
I see your face, you're haunting me
I guess I need you baby

I may have made it rain
Please forgive me
My weakness caused you pain
And this song's my sorry

Oh

At night I pray
That soon your face
Will fade away

And every time I try to fly
I fall without my wings
I feel so small
I guess I need you baby
And every time I see you in my dreams
I see your face, you're haunting me
I guess I need you baby",2003
Run,Snow Patrol,https://www.azlyrics.com/lyrics/snowpatrol/run.html,"I'll sing it one last time for you
Then we really have to go
You've been the only thing that's right
In all I've done

And I can barely look at you
But every single time I do
I know we'll make it anywhere
Away from here

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you dear

Louder louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say

To think I might not see those eyes
Makes it so hard not to cry
And as we say our long goodbye
I nearly do

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you dear

Louder louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say

Slower slower
We don't have time for that
All I want's to find an easy way
To get out of our little heads

Have heart, my dear
We're bound to be afraid
Even if it's just for a few days
Making up for all this mess

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you dear",2003
Exit Music (for a Film),Radiohead,https://www.azlyrics.com/lyrics/radiohead/exitmusicforafilm.html,"Wake.. from your sleep
The drying of your tears
Today we escape, we escape

Pack.. and get dressed
Before your father hears us
Before all hell breaks loose

Breathe, keep breathing
Don't lose your nerve
Breathe, keep breathing
I can't do this alone

Sing.. us a song
A song to keep us warm
There's such a chill, such a chill

You can laugh
A spineless laugh
We hope your rules and wisdom choke you
Now we are one in everlasting peace

We hope that you choke, that you choke
We hope that you choke, that you choke
We hope that you choke, that you choke",1997
Hurt,Nine Inch Nails,https://www.azlyrics.com/lyrics/nineinchnails/hurt.html,"I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become?
My sweetest friend
Everyone I know
Goes away in the end
You could have it all
My empire of dirt
I will let you down
I will make you hurt

I wear this crown of shit
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here

What have I become?
My sweetest friend
Everyone I know
Goes away in the end

You could have it all
My empire of dirt
I will let you down
I will make you hurt
If I could start again
A million miles away
I would keep myself
I would find a way",1994
Fix You,Coldplay,https://www.azlyrics.com/lyrics/coldplay/fixyou.html,"When you try your best, but you don't succeed
When you get what you want, but not what you need
When you feel so tired, but you can't sleep
Stuck in reverse
And the tears come streaming down your face
When you lose something you can't replace
When you love someone, but it goes to waste
Could it be worse?

Lights will guide you home
And ignite your bones
And I will try to fix you

And high up above or down below
When you're too in love to let it go
But if you never try you'll never know
Just what you're worth

Lights will guide you home
And ignite your bones
And I will try to fix you

Tears stream down your face
When you lose something you cannot replace
Tears stream down your face and I
Tears stream down your face
I promise you I will learn from my mistakes
Tears stream down your face and I

Lights will guide you home
And ignite your bones
And I will try to fix you",2005
Karma Police,Radiohead,https://www.azlyrics.com/lyrics/radiohead/karmapolice.html,"Karma police, arrest this man
He talks in maths, he buzzes like a fridge
He's like a detuned radio
Karma police, arrest this girl
Her Hitler hairdo is making me feel ill
And we have crashed her party

This is what you'll get
This is what you'll get
This is what you'll get
When you mess with us

Karma police, I've given all I can
It's not enough, I've given all I can
But we're still on the payroll

This is what you'll get
This is what you'll get
This is what you'll get
When you mess with us

For a minute there
I lost myself, I lost myself
Phew, for a minute there
I lost myself, I lost myself
For a minute there
I lost myself, I lost myself
Phew, for a minute there
I lost myself, I lost myself",1997
Iris,Goo Goo Dolls,https://www.azlyrics.com/lyrics/googoodolls/iris.html,"And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't wanna go home right now

And all I can taste is this moment
And all I can breathe is your life
When sooner or later it's over
I just don't wanna miss you tonight

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And you can't fight the tears that ain't coming
Or the moment of truth in your lies
When everything feels like the movies
Yeah, you bleed just to know you're alive

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

I just want you to know who I am
I just want you to know who I am
I just want you to know who I am",1998
Hello,Evanescence,https://www.azlyrics.com/lyrics/evanescence/hello.html,"Playground school bell rings again
Rain clouds come to play again
Has no one told you she's not breathing?
Hello, I'm your mind giving you someone to talk to
Hello

If I smile and don't believe
Soon I know I'll wake from this dream
Don't try to fix me, I'm not broken
Hello, I'm the lie living for you so you can hide
Don't cry

Suddenly I know I'm not sleeping
Hello, I'm still here
All that's left of yesterday",2003
What Sarah Said,Death Cab for Cutie,https://www.azlyrics.com/lyrics/deathcabforcutie/whatsarahsaid.html,"And it came to me then
That every plan
Is a tiny prayer to father time
As I stared at my shoes
In the ICU
That reeked of piss and 409

And I rationed my breaths
As I said to myself
That I'd already taken too much today
As each descending peak
On the LCD
Took you a little farther away from me
Away from me

Amongst the vending machines
And year-old magazines
In a place where we only say goodbye
It stung like a violent wind
That our memories depend
On a faulty camera in our minds

And I knew that you were truth
I would rather lose
Than to have never lain beside at all
And I looked around
At all the eyes on the ground
As the TV entertained itself

'Cause there's no comfort in the waiting room
Just nervous pacers bracing for bad news
And then the nurse comes 'round and everyone lifts their head
But I'm thinking of what Sarah said
That ""Love is watching someone die""

So who's gonna watch you die?
So who's gonna watch you die?
So who's gonna watch you die?",2005
The Blower's Daughter,Damien Rice,https://www.azlyrics.com/lyrics/damienrice/theblowersdaughter.html,"And so it is
Just like you said it would be
Life goes easy on me
Most of the time
And so it is
The shorter story
No love, no glory
No hero in her sky

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes...

And so it is
Just like you said it should be
We'll both forget the breeze
Most of the time
And so it is
The colder water
The blower's daughter
The pupil in denial

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes...

Did I say that I loathe you?
Did I say that I want to
Leave it all behind?

I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind...
My mind...my mind...
'Til I find somebody new",2003
Untitled,Simple Plan,https://www.azlyrics.com/lyrics/simpleplan/untitled.html,"I open my eyes
I try to see but I'm blinded by the white light
I can't remember how
I can't remember why
I'm lying here tonight

And I can't stand the pain
And I can't make it go away
No, I can't stand the pain

How could this happen to me?
I've made my mistakes
Got nowhere to run
The night goes on
As I'm fading away
I'm sick of this life
I just wanna scream
How could this happen to me?

Everybody's screaming
I try to make a sound but no one hears me
I'm slipping off the edge
I'm hanging by a thread
I wanna start this over again

So I try to hold onto a time when nothing mattered
And I can't explain what happened
And I can't erase the things that I've done
No, I can't

How could this happen to me?
I've made my mistakes
Got nowhere to run
The night goes on
As I'm fading away
I'm sick of this life
I just wanna scream
How could this happen to me?

I've made my mistakes
Got nowhere to run
The night goes on
As I'm fading away
I'm sick of this life
I just wanna scream
How could this happen to me?",2004
